Latitude (decimal degrees):	59.794
Longitude (decimal degrees):	7.568
Elevation (m):	914
Radiation database:	PVGIS-SARAH3


Slope: 46 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20211105:0711,0.0,0.0,0.0,-1.83,1.59,0.0
20211105:0811,96.64,120.27,6.14,-1.56,1.52,0.0
20211105:0911,17.51,32.46,10.65,-0.45,1.86,0.0
20211105:1011,85.09,110.35,13.54,0.63,1.93,0.0
20211105:1111,65.61,89.3,14.58,1.28,3.24,0.0
20211105:1211,400.3,451.89,13.67,1.73,3.38,0.0
20211105:1311,492.54,553.04,10.88,1.46,3.93,0.0
20211105:1411,9.64,21.97,6.47,0.82,4.28,0.0
20211105:1511,0.0,0.0,0.0,0.01,3.93,0.0
20211105:1611,0.0,0.0,0.0,-0.41,3.45,0.0
20211105:1711,0.0,0.0,0.0,-0.53,3.03,0.0
20211105:1811,0.0,0.0,0.0,-0.34,2.83,0.0
20211105:1911,0.0,0.0,0.0,0.19,3.17,0.0
20211105:2011,0.0,0.0,0.0,0.39,3.24,0.0
20211105:2111,0.0,0.0,0.0,0.25,3.03,0.0
20211105:2211,0.0,0.0,0.0,0.32,2.83,0.0
20211105:2311,0.0,0.0,0.0,0.62,3.24,0.0
20211106:0011,0.0,0.0,0.0,1.08,3.66,0.0
20211106:0111,0.0,0.0,0.0,1.14,3.59,0.0
20211106:0211,0.0,0.0,0.0,1.1,3.72,0.0
20211106:0311,0.0,0.0,0.0,0.84,3.86,0.0
20211106:0411,0.0,0.0,0.0,0.55,3.86,0.0
20211106:0511,0.0,0.0,0.0,0.02,3.66,0.0
20211106:0611,0.0,0.0,0.0,-0.48,3.31,0.0
20211106:0711,0.0,0.0,0.0,-0.04,3.31,0.0
20211106:0811,476.07,532.48,5.85,-0.13,2.76,0.0
20211106:0911,274.0,311.67,10.35,-0.35,1.52,0.0
20211106:1011,31.1,49.39,13.24,-0.04,1.52,0.0
20211106:1111,20.2,36.04,14.28,0.5,1.93,0.0
20211106:1211,19.13,34.72,13.37,0.88,2.14,0.0
20211106:1311,270.01,309.07,10.6,1.09,1.72,0.0
20211106:1411,1.37,8.63,6.19,0.81,0.97,0.0
20211106:1511,0.0,0.0,0.0,0.62,1.1,0.0
20211106:1611,0.0,0.0,0.0,0.6,2.0,0.0
20211106:1711,0.0,0.0,0.0,0.58,2.14,0.0
20211106:1811,0.0,0.0,0.0,0.62,2.41,0.0
20211106:1911,0.0,0.0,0.0,0.26,1.93,0.0
20211106:2011,0.0,0.0,0.0,0.1,1.86,0.0
20211106:2111,0.0,0.0,0.0,-0.06,1.79,0.0
20211106:2211,0.0,0.0,0.0,-0.26,1.93,0.0
20211106:2311,0.0,0.0,0.0,-0.31,1.59,0.0
20211107:0011,0.0,0.0,0.0,-0.28,1.45,0.0
20211107:0111,0.0,0.0,0.0,-0.25,1.52,0.0
20211107:0211,0.0,0.0,0.0,-0.2,1.52,0.0
20211107:0311,0.0,0.0,0.0,-0.11,1.17,0.0
20211107:0411,0.0,0.0,0.0,-0.18,0.83,0.0
20211107:0511,0.0,0.0,0.0,0.06,0.55,0.0
20211107:0611,0.0,0.0,0.0,-0.04,0.55,0.0
20211107:0711,0.0,0.0,0.0,0.25,0.48,0.0
20211107:0811,64.86,86.87,5.57,0.53,0.55,0.0
20211107:0911,10.61,23.3,10.06,0.02,0.9,0.0
20211107:1011,24.62,41.59,12.94,0.42,0.83,0.0
20211107:1111,66.57,90.46,13.98,1.24,0.97,0.0
20211107:1211,35.3,54.68,13.07,1.21,1.1,0.0
20211107:1311,35.23,54.41,10.31,1.3,1.1,0.0
20211107:1411,8.5,20.39,5.92,1.55,0.69,0.0
20211107:1511,0.0,0.0,0.0,1.34,0.62,0.0
20211107:1611,0.0,0.0,0.0,0.6,0.97,0.0
20211107:1711,0.0,0.0,0.0,0.09,1.1,0.0
20211107:1811,0.0,0.0,0.0,-0.6,1.24,0.0
20211107:1911,0.0,0.0,0.0,-0.9,1.03,0.0
20211107:2011,0.0,0.0,0.0,-0.43,0.83,0.0
20211107:2111,0.0,0.0,0.0,-0.52,0.83,0.0
20211107:2211,0.0,0.0,0.0,-0.7,0.9,0.0
20211107:2311,0.0,0.0,0.0,-1.45,1.17,0.0
20211108:0011,0.0,0.0,0.0,-1.76,1.38,0.0
20211108:0111,0.0,0.0,0.0,-1.88,1.38,0.0
20211108:0211,0.0,0.0,0.0,-1.77,1.38,0.0
20211108:0311,0.0,0.0,0.0,-1.75,1.38,0.0
20211108:0411,0.0,0.0,0.0,-1.62,1.52,0.0
20211108:0511,0.0,0.0,0.0,-1.52,1.45,0.0
20211108:0611,0.0,0.0,0.0,-1.45,1.45,0.0
20211108:0711,0.0,0.0,0.0,-1.64,1.59,0.0
20211108:0811,4.46,14.04,5.28,-1.59,1.59,0.0
20211108:0911,8.34,19.96,9.77,-1.34,1.72,0.0
20211108:1011,18.59,33.79,12.65,-1.11,1.66,0.0
20211108:1111,21.74,37.8,13.68,-0.91,1.72,0.0
20211108:1211,10.76,23.44,12.79,-0.82,1.79,0.0
20211108:1311,2.56,10.85,10.03,-0.77,1.66,0.0
20211108:1411,8.62,20.39,5.65,-0.86,1.79,0.0
20211108:1511,0.0,0.0,0.0,-0.96,1.93,0.0
20211108:1611,0.0,0.0,0.0,-1.15,1.66,0.0
20211108:1711,0.0,0.0,0.0,-1.03,2.14,0.0
20211108:1811,0.0,0.0,0.0,-1.01,2.28,0.0
20211108:1911,0.0,0.0,0.0,-1.17,2.07,0.0
20211108:2011,0.0,0.0,0.0,-1.13,2.14,0.0
20211108:2111,0.0,0.0,0.0,-1.07,2.34,0.0
20211108:2211,0.0,0.0,0.0,-0.91,2.28,0.0
20211108:2311,0.0,0.0,0.0,-0.73,2.48,0.0
20211109:0011,0.0,0.0,0.0,-0.41,3.1,0.0
20211109:0111,0.0,0.0,0.0,-0.11,3.17,0.0
20211109:0211,0.0,0.0,0.0,0.09,3.17,0.0
20211109:0311,0.0,0.0,0.0,0.25,3.1,0.0
20211109:0411,0.0,0.0,0.0,0.45,2.76,0.0
20211109:0511,0.0,0.0,0.0,0.64,2.34,0.0
20211109:0611,0.0,0.0,0.0,0.78,1.93,0.0
20211109:0711,0.0,0.0,0.0,0.79,1.45,0.0
20211109:0811,0.0,3.9,5.0,1.02,1.24,0.0
20211109:0911,2.96,11.64,9.48,1.26,1.24,0.0
20211109:1011,102.83,129.94,12.36,1.57,1.38,0.0
20211109:1111,15.98,30.76,13.39,1.99,1.72,0.0
20211109:1211,34.37,53.82,12.5,2.62,2.21,0.0
20211109:1311,4.93,15.03,9.76,3.06,3.03,0.0
20211109:1411,0.97,7.84,5.39,3.03,3.38,0.0
20211109:1511,0.0,0.0,0.0,2.43,2.97,0.0
20211109:1611,0.0,0.0,0.0,1.92,2.9,0.0
20211109:1711,0.0,0.0,0.0,1.5,2.76,0.0
20211109:1811,0.0,0.0,0.0,1.09,2.55,0.0
20211109:1911,0.0,0.0,0.0,1.24,1.86,0.0
20211109:2011,0.0,0.0,0.0,1.35,1.86,0.0
20211109:2111,0.0,0.0,0.0,1.58,2.0,0.0
20211109:2211,0.0,0.0,0.0,2.0,2.69,0.0
20211109:2311,0.0,0.0,0.0,2.34,3.52,0.0
20211110:0011,0.0,0.0,0.0,2.08,3.45,0.0
20211110:0111,0.0,0.0,0.0,1.75,3.38,0.0
20211110:0211,0.0,0.0,0.0,1.57,3.38,0.0
20211110:0311,0.0,0.0,0.0,1.65,3.66,0.0
20211110:0411,0.0,0.0,0.0,1.63,3.59,0.0
20211110:0511,0.0,0.0,0.0,2.01,3.72,0.0
20211110:0611,0.0,0.0,0.0,2.18,4.14,0.0
20211110:0711,0.0,0.0,0.0,2.44,4.07,0.0
20211110:0811,16.75,31.32,4.73,2.18,3.93,0.0
20211110:0911,40.95,60.93,9.2,1.8,3.86,0.0
20211110:1011,74.37,98.55,12.07,1.38,4.07,0.0
20211110:1111,77.92,102.57,13.11,1.17,3.52,0.0
20211110:1211,60.88,83.62,12.22,1.04,3.72,0.0
20211110:1311,57.31,79.15,9.49,0.81,3.17,0.0
20211110:1411,113.37,138.27,5.14,0.43,4.14,0.0
20211110:1511,0.0,0.0,0.0,-0.07,3.79,0.0
20211110:1611,0.0,0.0,0.0,-0.47,3.45,0.0
20211110:1711,0.0,0.0,0.0,-0.63,3.38,0.0
20211110:1811,0.0,0.0,0.0,-1.0,3.24,0.0
20211110:1911,0.0,0.0,0.0,-1.33,2.62,0.0
20211110:2011,0.0,0.0,0.0,-1.97,2.48,0.0
20211110:2111,0.0,0.0,0.0,-1.88,2.69,0.0
20211110:2211,0.0,0.0,0.0,-1.54,2.76,0.0
20211110:2311,0.0,0.0,0.0,-1.57,2.83,0.0
20211111:0011,0.0,0.0,0.0,-1.37,3.1,0.0
20211111:0111,0.0,0.0,0.0,-1.52,3.31,0.0
20211111:0211,0.0,0.0,0.0,-1.35,3.52,0.0
20211111:0311,0.0,0.0,0.0,-1.18,3.66,0.0
20211111:0411,0.0,0.0,0.0,-1.01,3.66,0.0
20211111:0511,0.0,0.0,0.0,-0.44,3.79,0.0
20211111:0611,0.0,0.0,0.0,0.1,4.0,0.0
20211111:0711,0.0,0.0,0.0,0.44,3.93,0.0
20211111:0811,55.88,76.46,4.46,0.71,4.14,0.0
20211111:0911,6.03,16.62,8.92,0.38,4.69,0.0
20211111:1011,21.22,37.24,11.79,0.19,4.9,0.0
20211111:1111,49.35,70.57,12.83,0.29,4.97,0.0
20211111:1211,18.53,33.85,11.95,0.41,5.17,0.0
20211111:1311,21.51,37.57,9.23,0.03,5.03,0.0
20211111:1411,0.0,5.49,4.89,-0.39,4.76,0.0
20211111:1511,0.0,0.0,0.0,-1.0,4.14,0.0
20211111:1611,0.0,0.0,0.0,-1.53,3.24,0.0
20211111:1711,0.0,0.0,0.0,-2.06,2.55,0.0
20211111:1811,0.0,0.0,0.0,-2.63,2.0,0.0
20211111:1911,0.0,0.0,0.0,-3.09,1.93,0.0
20211111:2011,0.0,0.0,0.0,-3.83,1.93,0.0
20211111:2111,0.0,0.0,0.0,-3.7,1.79,0.0
20211111:2211,0.0,0.0,0.0,-4.15,1.79,0.0
20211111:2311,0.0,0.0,0.0,-4.69,1.86,0.0
20211112:0011,0.0,0.0,0.0,-4.21,1.72,0.0
20211112:0111,0.0,0.0,0.0,-4.3,1.72,0.0
20211112:0211,0.0,0.0,0.0,-4.29,1.66,0.0
20211112:0311,0.0,0.0,0.0,-3.66,1.45,0.0
20211112:0411,0.0,0.0,0.0,-3.69,1.31,0.0
20211112:0511,0.0,0.0,0.0,-4.21,1.24,0.0
20211112:0611,0.0,0.0,0.0,-4.96,1.24,0.0
20211112:0711,0.0,0.0,0.0,-4.6,0.97,0.0
20211112:0811,0.0,3.11,4.19,-4.11,0.62,0.0
20211112:0911,109.68,133.8,8.65,-3.67,0.83,0.0
20211112:1011,26.46,43.3,11.51,-3.01,1.03,0.0
20211112:1111,28.48,45.71,12.55,-3.18,1.24,0.0
20211112:1211,20.16,35.59,11.68,-2.6,1.31,0.0
20211112:1311,8.45,20.04,8.97,-2.49,1.38,0.0
20211112:1411,0.0,4.7,4.64,-2.5,1.45,0.0
20211112:1511,0.0,0.0,0.0,-2.38,1.45,0.0
20211112:1611,0.0,0.0,0.0,-1.93,1.66,0.0
20211112:1711,0.0,0.0,0.0,-1.66,1.72,0.0
20211112:1811,0.0,0.0,0.0,-1.59,1.72,0.0
20211112:1911,0.0,0.0,0.0,-1.25,1.86,0.0
20211112:2011,0.0,0.0,0.0,-0.94,1.93,0.0
20211112:2111,0.0,0.0,0.0,-0.76,1.86,0.0
20211112:2211,0.0,0.0,0.0,-0.6,1.93,0.0
20211112:2311,0.0,0.0,0.0,-0.48,2.0,0.0
20211113:0011,0.0,0.0,0.0,-0.44,2.0,0.0
20211113:0111,0.0,0.0,0.0,-0.54,2.07,0.0
20211113:0211,0.0,0.0,0.0,-0.58,1.93,0.0
20211113:0311,0.0,0.0,0.0,-0.59,1.86,0.0
20211113:0411,0.0,0.0,0.0,-0.6,1.66,0.0
20211113:0511,0.0,0.0,0.0,-0.63,1.66,0.0
20211113:0611,0.0,0.0,0.0,-0.62,1.59,0.0
20211113:0711,0.0,0.0,0.0,-0.31,1.66,0.0
20211113:0811,3.01,11.67,3.92,-0.3,1.66,0.0
20211113:0911,84.64,108.53,8.38,-0.22,1.52,0.0
20211113:1011,180.25,211.28,11.24,0.02,1.93,0.0
20211113:1111,36.85,56.25,12.28,0.06,1.79,0.0
20211113:1211,29.73,47.75,11.42,0.02,1.66,0.0
20211113:1311,157.27,186.39,8.72,0.12,1.59,0.0
20211113:1411,4.45,14.11,4.4,0.03,1.38,0.0
20211113:1511,0.0,0.0,0.0,-0.14,1.31,0.0
20211113:1611,0.0,0.0,0.0,-0.38,1.24,0.0
20211113:1711,0.0,0.0,0.0,-0.58,1.24,0.0
20211113:1811,0.0,0.0,0.0,-0.67,1.17,0.0
20211113:1911,0.0,0.0,0.0,-0.61,1.1,0.0
20211113:2011,0.0,0.0,0.0,-0.67,1.1,0.0
20211113:2111,0.0,0.0,0.0,-0.42,1.1,0.0
20211113:2211,0.0,0.0,0.0,-0.01,1.03,0.0
20211113:2311,0.0,0.0,0.0,0.15,1.03,0.0
20211114:0011,0.0,0.0,0.0,0.49,0.9,0.0
20211114:0111,0.0,0.0,0.0,0.41,0.9,0.0
20211114:0211,0.0,0.0,0.0,0.29,1.03,0.0
20211114:0311,0.0,0.0,0.0,-0.1,0.97,0.0
20211114:0411,0.0,0.0,0.0,-2.02,1.03,0.0
20211114:0511,0.0,0.0,0.0,-2.32,0.97,0.0
20211114:0611,0.0,0.0,0.0,-2.43,0.76,0.0
20211114:0711,0.0,0.0,0.0,-2.62,0.76,0.0
20211114:0811,1.77,9.33,3.66,-2.64,0.69,0.0
20211114:0911,36.54,54.94,8.11,-2.32,0.55,0.0
20211114:1011,37.46,56.44,10.97,-1.85,0.55,0.0
20211114:1111,29.69,47.46,12.02,-1.57,0.55,0.0
20211114:1211,21.42,37.33,11.16,-1.44,0.69,0.0
20211114:1311,14.49,28.38,8.47,-1.83,0.97,0.0
20211114:1411,0.65,7.05,4.17,-2.01,1.03,0.0
20211114:1511,0.0,0.0,0.0,-2.44,0.97,0.0
20211114:1611,0.0,0.0,0.0,-2.28,0.76,0.0
20211114:1711,0.0,0.0,0.0,-2.17,0.55,0.0
20211114:1811,0.0,0.0,0.0,-2.51,0.76,0.0
20211114:1911,0.0,0.0,0.0,-3.64,1.45,0.0
20211114:2011,0.0,0.0,0.0,-3.87,1.52,0.0
20211114:2111,0.0,0.0,0.0,-3.74,1.45,0.0
20211114:2211,0.0,0.0,0.0,-3.74,1.38,0.0
20211114:2311,0.0,0.0,0.0,-3.76,1.31,0.0
20211115:0011,0.0,0.0,0.0,-3.84,1.31,0.0
20211115:0111,0.0,0.0,0.0,-3.9,1.31,0.0
20211115:0211,0.0,0.0,0.0,-3.59,1.24,0.0
20211115:0311,0.0,0.0,0.0,-3.48,1.24,0.0
20211115:0411,0.0,0.0,0.0,-2.84,1.31,0.0
20211115:0511,0.0,0.0,0.0,-2.64,1.45,0.0
20211115:0611,0.0,0.0,0.0,-2.08,1.52,0.0
20211115:0711,0.0,0.0,0.0,-1.64,1.59,0.0
20211115:0811,0.0,2.33,3.4,-1.44,1.66,0.0
20211115:0911,2.53,10.79,7.85,-1.09,1.59,0.0
20211115:1011,10.08,22.51,10.71,-0.53,1.59,0.0
20211115:1111,7.24,18.46,11.76,0.12,2.0,0.0
20211115:1211,3.78,13.02,10.91,0.54,1.86,0.0
20211115:1311,2.08,10.02,8.23,0.58,1.45,0.0
20211115:1411,0.0,3.92,3.94,0.41,1.31,0.0
20211115:1511,0.0,0.0,0.0,0.5,1.31,0.0
20211115:1611,0.0,0.0,0.0,0.33,1.38,0.0
20211115:1711,0.0,0.0,0.0,0.31,1.45,0.0
20211115:1811,0.0,0.0,0.0,0.56,1.45,0.0
20211115:1911,0.0,0.0,0.0,0.64,1.45,0.0
20211115:2011,0.0,0.0,0.0,0.72,1.31,0.0
20211115:2111,0.0,0.0,0.0,0.72,1.31,0.0
20211115:2211,0.0,0.0,0.0,0.74,1.24,0.0
20211115:2311,0.0,0.0,0.0,0.8,1.24,0.0
20211116:0011,0.0,0.0,0.0,0.81,1.24,0.0
20211116:0111,0.0,0.0,0.0,0.91,1.31,0.0
20211116:0211,0.0,0.0,0.0,0.88,1.38,0.0
20211116:0311,0.0,0.0,0.0,0.9,1.38,0.0
20211116:0411,0.0,0.0,0.0,0.79,1.38,0.0
20211116:0511,0.0,0.0,0.0,0.89,1.31,0.0
20211116:0611,0.0,0.0,0.0,0.89,1.38,0.0
20211116:0711,0.0,0.0,0.0,0.93,1.31,0.0
20211116:0811,0.0,2.33,3.15,0.89,1.24,0.0
20211116:0911,0.81,7.47,7.59,1.03,1.38,0.0
20211116:1011,3.74,12.98,10.45,1.2,1.52,0.0
20211116:1111,4.38,14.06,11.51,1.43,1.66,0.0
20211116:1211,8.8,20.84,10.67,1.6,1.79,0.0
20211116:1311,1.22,8.35,8.0,1.65,1.79,0.0
20211116:1411,0.0,3.13,3.72,1.53,1.59,0.0
20211116:1511,0.0,0.0,0.0,1.46,1.86,0.0
20211116:1611,0.0,0.0,0.0,1.37,2.07,0.0
20211116:1711,0.0,0.0,0.0,1.3,2.21,0.0
20211116:1811,0.0,0.0,0.0,1.23,2.34,0.0
20211116:1911,0.0,0.0,0.0,1.29,2.07,0.0
20211116:2011,0.0,0.0,0.0,1.24,2.14,0.0
20211116:2111,0.0,0.0,0.0,1.09,2.21,0.0
20211116:2211,0.0,0.0,0.0,1.15,3.03,0.0
20211116:2311,0.0,0.0,0.0,1.22,2.9,0.0
20211117:0011,0.0,0.0,0.0,1.27,2.83,0.0
20211117:0111,0.0,0.0,0.0,1.23,2.76,0.0
20211117:0211,0.0,0.0,0.0,1.2,2.97,0.0
20211117:0311,0.0,0.0,0.0,1.25,2.83,0.0
20211117:0411,0.0,0.0,0.0,1.09,2.34,0.0
20211117:0511,0.0,0.0,0.0,0.91,1.72,0.0
20211117:0611,0.0,0.0,0.0,0.74,1.72,0.0
20211117:0711,0.0,0.0,0.0,0.21,1.72,0.0
20211117:0811,0.0,1.98,2.9,-0.81,1.72,0.0
20211117:0911,0.84,7.47,7.34,-1.46,1.86,0.0
20211117:1011,10.13,22.5,10.2,-1.46,1.66,0.0
20211117:1111,26.82,43.95,11.26,-1.58,2.07,0.0
20211117:1211,20.68,36.47,10.43,-0.64,3.52,0.0
20211117:1311,44.03,63.61,7.77,-0.79,3.17,0.0
20211117:1411,0.0,2.35,3.51,-1.21,2.97,0.0
20211117:1511,0.0,0.0,0.0,-1.89,2.55,0.0
20211117:1611,0.0,0.0,0.0,-2.34,2.55,0.0
20211117:1711,0.0,0.0,0.0,-2.15,2.41,0.0
20211117:1811,0.0,0.0,0.0,-2.19,2.9,0.0
20211117:1911,0.0,0.0,0.0,-2.53,2.14,0.0
20211117:2011,0.0,0.0,0.0,-2.9,1.86,0.0
20211117:2111,0.0,0.0,0.0,-3.6,1.93,0.0
20211117:2211,0.0,0.0,0.0,-4.82,2.21,0.0
20211117:2311,0.0,0.0,0.0,-5.62,2.55,0.0
20211118:0011,0.0,0.0,0.0,-5.51,2.83,0.0
20211118:0111,0.0,0.0,0.0,-5.73,2.76,0.0
20211118:0211,0.0,0.0,0.0,-5.7,2.55,0.0
20211118:0311,0.0,0.0,0.0,-5.98,2.55,0.0
20211118:0411,0.0,0.0,0.0,-5.5,2.48,0.0
20211118:0511,0.0,0.0,0.0,-5.38,2.34,0.0
20211118:0611,0.0,0.0,0.0,-5.23,2.21,0.0
20211118:0711,0.0,0.0,0.0,-3.04,1.72,0.0
20211118:0811,0.0,1.32,2.65,-3.09,1.86,0.0
20211118:0911,0.84,7.46,7.09,-2.4,1.79,0.0
20211118:1011,16.59,31.15,9.95,-1.61,1.86,0.0
20211118:1111,152.16,180.95,11.01,-0.21,2.62,0.0
20211118:1211,51.57,73.12,10.19,1.53,3.1,0.0
20211118:1311,14.13,28.39,7.55,3.31,4.48,0.0
20211118:1411,0.0,4.7,3.3,3.95,5.79,0.0
20211118:1511,0.0,0.0,0.0,3.72,5.93,0.0
20211118:1611,0.0,0.0,0.0,3.22,5.72,0.0
20211118:1711,0.0,0.0,0.0,2.69,5.45,0.0
20211118:1811,0.0,0.0,0.0,2.54,5.38,0.0
20211118:1911,0.0,0.0,0.0,3.13,5.31,0.0
20211118:2011,0.0,0.0,0.0,2.83,5.03,0.0
20211118:2111,0.0,0.0,0.0,2.65,4.97,0.0
20211118:2211,0.0,0.0,0.0,2.46,5.03,0.0
20211118:2311,0.0,0.0,0.0,1.91,4.48,0.0
20211119:0011,0.0,0.0,0.0,2.49,5.1,0.0
20211119:0111,0.0,0.0,0.0,3.41,5.45,0.0
20211119:0211,0.0,0.0,0.0,4.46,5.59,0.0
20211119:0311,0.0,0.0,0.0,5.12,6.0,0.0
20211119:0411,0.0,0.0,0.0,5.25,6.14,0.0
20211119:0511,0.0,0.0,0.0,5.23,6.41,0.0
20211119:0611,0.0,0.0,0.0,5.15,6.76,0.0
20211119:0711,0.0,0.0,0.0,5.58,7.03,0.0
20211119:0811,0.0,1.32,2.41,5.34,7.66,0.0
20211119:0911,6.94,18.24,6.85,4.35,7.93,0.0
20211119:1011,16.8,32.01,9.71,3.83,7.79,0.0
20211119:1111,45.86,67.09,10.78,3.38,7.66,0.0
20211119:1211,8.15,19.97,9.96,3.03,7.72,0.0
20211119:1311,184.46,214.91,7.34,2.74,7.93,0.0
20211119:1411,16.91,31.35,3.1,2.43,7.66,0.0
20211119:1511,0.0,0.0,0.0,2.1,7.38,0.0
20211119:1611,0.0,0.0,0.0,1.93,7.1,0.0
20211119:1711,0.0,0.0,0.0,1.69,6.76,0.0
20211119:1811,0.0,0.0,0.0,1.25,6.41,0.0
20211119:1911,0.0,0.0,0.0,0.8,5.1,0.0
20211119:2011,0.0,0.0,0.0,0.42,4.48,0.0
20211119:2111,0.0,0.0,0.0,0.02,4.07,0.0
20211119:2211,0.0,0.0,0.0,-0.36,3.79,0.0
20211119:2311,0.0,0.0,0.0,-0.54,3.59,0.0
20211120:0011,0.0,0.0,0.0,-1.03,3.24,0.0
20211120:0111,0.0,0.0,0.0,-1.45,3.17,0.0
20211120:0211,0.0,0.0,0.0,-1.23,3.03,0.0
20211120:0311,0.0,0.0,0.0,-1.32,2.69,0.0
20211120:0411,0.0,0.0,0.0,-1.91,2.28,0.0
20211120:0511,0.0,0.0,0.0,-2.02,2.0,0.0
20211120:0611,0.0,0.0,0.0,-1.92,2.14,0.0
20211120:0711,0.0,0.0,0.0,-2.2,2.0,0.0
20211120:0811,0.0,3.29,2.17,-2.28,2.07,0.0
20211120:0911,99.11,122.86,6.61,-1.79,2.14,0.0
20211120:1011,7.68,19.03,9.47,-0.86,2.0,0.0
20211120:1111,18.88,34.28,10.55,-0.14,2.0,0.0
20211120:1211,15.87,30.4,9.74,0.1,2.0,0.0
20211120:1311,23.63,40.01,7.13,0.12,1.86,0.0
20211120:1411,0.0,4.7,2.9,-0.1,1.66,0.0
20211120:1511,0.0,0.0,0.0,-0.49,1.59,0.0
20211120:1611,0.0,0.0,0.0,-0.78,1.52,0.0
20211120:1711,0.0,0.0,0.0,-1.05,1.45,0.0
20211120:1811,0.0,0.0,0.0,-1.54,1.31,0.0
20211120:1911,0.0,0.0,0.0,-0.31,0.83,0.0
20211120:2011,0.0,0.0,0.0,-0.38,0.83,0.0
20211120:2111,0.0,0.0,0.0,-1.66,1.59,0.0
20211120:2211,0.0,0.0,0.0,-1.5,1.86,0.0
20211120:2311,0.0,0.0,0.0,-1.54,2.14,0.0
20211121:0011,0.0,0.0,0.0,-1.91,2.07,0.0
20211121:0111,0.0,0.0,0.0,-2.56,1.86,0.0
20211121:0211,0.0,0.0,0.0,-3.19,1.79,0.0
20211121:0311,0.0,0.0,0.0,-4.34,1.79,0.0
20211121:0411,0.0,0.0,0.0,-5.64,2.0,0.0
20211121:0511,0.0,0.0,0.0,-6.95,2.07,0.0
20211121:0611,0.0,0.0,0.0,-8.14,2.14,0.0
20211121:0711,0.0,0.0,0.0,-7.81,2.14,0.0
20211121:0811,0.0,1.31,1.94,-8.13,2.0,0.0
20211121:0911,563.23,615.63,6.37,-8.04,1.93,0.0
20211121:1011,495.57,540.38,9.24,-7.89,1.93,0.0
20211121:1111,389.84,424.58,10.32,-7.73,2.0,0.0
20211121:1211,273.34,302.41,9.53,-6.5,1.86,0.0
20211121:1311,568.73,633.01,6.92,-5.08,1.66,0.0
20211121:1411,0.0,2.35,2.71,-4.5,1.52,0.0
20211121:1511,0.0,0.0,0.0,-4.91,1.59,0.0
20211121:1611,0.0,0.0,0.0,-4.89,1.59,0.0
20211121:1711,0.0,0.0,0.0,-5.16,1.59,0.0
20211121:1811,0.0,0.0,0.0,-5.2,1.52,0.0
20211121:1911,0.0,0.0,0.0,-5.62,1.59,0.0
20211121:2011,0.0,0.0,0.0,-5.61,1.52,0.0
20211121:2111,0.0,0.0,0.0,-5.75,1.52,0.0
20211121:2211,0.0,0.0,0.0,-6.15,1.59,0.0
20211121:2311,0.0,0.0,0.0,-6.39,1.66,0.0
20211122:0011,0.0,0.0,0.0,-6.67,1.66,0.0
20211122:0111,0.0,0.0,0.0,-7.34,1.72,0.0
20211122:0211,0.0,0.0,0.0,-7.92,1.79,0.0
20211122:0311,0.0,0.0,0.0,-8.33,1.79,0.0
20211122:0411,0.0,0.0,0.0,-8.37,1.72,0.0
20211122:0511,0.0,0.0,0.0,-8.67,1.86,0.0
20211122:0611,0.0,0.0,0.0,-8.83,1.86,0.0
20211122:0711,0.0,0.0,0.0,-8.93,2.0,0.0
20211122:0811,0.0,1.97,1.71,-8.39,1.93,0.0
20211122:0911,2.19,9.94,6.15,-8.65,2.21,0.0
20211122:1011,25.6,41.5,9.01,-7.62,2.28,0.0
20211122:1111,25.25,41.31,10.1,-6.22,2.21,0.0
20211122:1211,11.67,24.32,9.32,-5.06,2.07,0.0
20211122:1311,10.96,23.39,6.73,-4.58,2.28,0.0
20211122:1411,0.0,1.57,2.53,-3.7,2.21,0.0
20211122:1511,0.0,0.0,0.0,-2.84,2.28,0.0
20211122:1611,0.0,0.0,0.0,-2.16,2.41,0.0
20211122:1711,0.0,0.0,0.0,-1.69,2.76,0.0
20211122:1811,0.0,0.0,0.0,-1.07,2.9,0.0
20211122:1911,0.0,0.0,0.0,-1.09,2.34,0.0
20211122:2011,0.0,0.0,0.0,-1.37,2.34,0.0
20211122:2111,0.0,0.0,0.0,-1.66,2.34,0.0
20211122:2211,0.0,0.0,0.0,-1.53,2.41,0.0
20211122:2311,0.0,0.0,0.0,-1.74,2.28,0.0
20211123:0011,0.0,0.0,0.0,-1.96,2.14,0.0
20211123:0111,0.0,0.0,0.0,-1.95,2.21,0.0
20211123:0211,0.0,0.0,0.0,-2.02,2.14,0.0
20211123:0311,0.0,0.0,0.0,-2.05,2.07,0.0
20211123:0411,0.0,0.0,0.0,-2.1,1.86,0.0
20211123:0511,0.0,0.0,0.0,-2.86,1.93,0.0
20211123:0611,0.0,0.0,0.0,-3.06,2.0,0.0
20211123:0711,0.0,0.0,0.0,-2.84,3.1,0.0
20211123:0811,0.0,2.62,1.49,-2.42,3.03,0.0
20211123:0911,422.19,466.99,5.92,-2.17,2.97,0.0
20211123:1011,101.23,125.54,8.79,-1.78,3.1,0.0
20211123:1111,415.63,461.88,9.89,-1.17,3.52,0.0
20211123:1211,24.19,40.83,9.11,-0.71,3.72,0.0
